training...
iteration = 0, record = 1, loss error = 9.64558
iteration = 0, record = 2, loss error = 9.51777
iteration = 0, record = 3, loss error = 9.45743
iteration = 0, record = 4, loss error = 9.97714
iteration = 0, record = 5, loss error = 9.72556
iteration = 0, record = 6, loss error = 9.97265
iteration = 0, record = 7, loss error = 9.75887
iteration = 0, record = 8, loss error = 9.79817
iteration = 0, record = 9, loss error = 9.9122
iteration = 0, record = 10, loss error = 9.96246
iteration = 0, record = 11, loss error = 9.94343
iteration = 0, record = 12, loss error = 9.79054
iteration = 0, record = 13, loss error = 9.88462
iteration = 0, record = 14, loss error = 9.89778
iteration = 0, record = 15, loss error = 9.79466
iteration = 0, record = 16, loss error = 9.47156
iteration = 0, record = 17, loss error = 9.9414
iteration = 0, record = 18, loss error = 9.93546
iteration = 0, record = 19, loss error = 9.89453
iteration = 0, record = 20, loss error = 9.52309
iteration = 0, record = 21, loss error = 9.93354
iteration = 0, record = 22, loss error = 9.89589
iteration = 0, record = 23, loss error = 9.97521
iteration = 0, record = 24, loss error = 9.96675
iteration = 0, record = 25, loss error = 9.91177
iteration = 0, record = 26, loss error = 9.94239
iteration = 0, record = 27, loss error = 9.86338
iteration = 0, record = 28, loss error = 9.93486
iteration = 0, record = 29, loss error = 9.76192
iteration = 0, record = 30, loss error = 9.90871
iteration = 0, record = 31, loss error = 9.93673
iteration = 0, record = 32, loss error = 9.77039
iteration = 0, record = 33, loss error = 9.90497
iteration = 0, record = 34, loss error = 9.87339
iteration = 0, record = 35, loss error = 9.92542
iteration = 0, record = 36, loss error = 9.93715
iteration = 0, record = 37, loss error = 9.88409
iteration = 0, record = 38, loss error = 9.87443
iteration = 0, record = 39, loss error = 9.93272
iteration = 0, record = 40, loss error = 9.88303
iteration = 0, record = 41, loss error = 9.94707
iteration = 0, record = 42, loss error = 9.89075
iteration = 0, record = 43, loss error = 9.88163
iteration = 0, record = 44, loss error = 9.89642
iteration = 0, record = 45, loss error = 9.96556
iteration = 0, record = 46, loss error = 9.84403
iteration = 0, record = 47, loss error = 9.94931
iteration = 0, record = 48, loss error = 9.75707
iteration = 0, record = 49, loss error = 9.95472
iteration = 0, record = 50, loss error = 9.92325
iteration = 0, record = 51, loss error = 9.91099
iteration = 0, record = 52, loss error = 9.8991
iteration = 0, record = 53, loss error = 9.9385
iteration = 0, record = 54, loss error = 9.97162
iteration = 0, record = 55, loss error = 9.87242
iteration = 0, record = 56, loss error = 9.93638
iteration = 0, record = 57, loss error = 9.92575
iteration = 0, record = 58, loss error = 9.90322
iteration = 0, record = 59, loss error = 9.80428
iteration = 0, record = 60, loss error = 9.61349
iteration = 0, record = 61, loss error = 9.93865
iteration = 0, record = 62, loss error = 9.95341
iteration = 0, record = 63, loss error = 9.72695
iteration = 0, record = 64, loss error = 9.93674
iteration = 0, record = 65, loss error = 9.94354
iteration = 0, record = 66, loss error = 9.89029
iteration = 0, record = 67, loss error = 9.9029
iteration = 0, record = 68, loss error = 9.93305
iteration = 0, record = 69, loss error = 9.94828
iteration = 0, record = 70, loss error = 9.88352
iteration = 0, record = 71, loss error = 9.93173
iteration = 0, record = 72, loss error = 9.95443
iteration = 0, record = 73, loss error = 9.90144
iteration = 0, record = 74, loss error = 9.92134
iteration = 0, record = 75, loss error = 9.90846
iteration = 0, record = 76, loss error = 9.9672
iteration = 0, record = 77, loss error = 9.92089
iteration = 0, record = 78, loss error = 9.95563
iteration = 0, record = 79, loss error = 9.94722
iteration = 0, record = 80, loss error = 9.95131
iteration = 0, record = 81, loss error = 9.89383
iteration = 0, record = 82, loss error = 9.92454
iteration = 0, record = 83, loss error = 9.93609
iteration = 0, record = 84, loss error = 9.96251
iteration = 0, record = 85, loss error = 9.94378
iteration = 0, record = 86, loss error = 9.93577
iteration = 0, record = 87, loss error = 9.94398
iteration = 0, record = 88, loss error = 9.89643
iteration = 0, record = 89, loss error = 9.93841
iteration = 0, record = 90, loss error = 9.93326
iteration = 0, record = 91, loss error = 9.91404
iteration = 0, record = 92, loss error = 9.94368
iteration = 0, record = 93, loss error = 9.91961
iteration = 0, record = 94, loss error = 9.91019
iteration = 0, record = 95, loss error = 9.9118
iteration = 0, record = 96, loss error = 9.81611
iteration = 0, record = 97, loss error = 9.62203
iteration = 0, record = 98, loss error = 9.88667
iteration = 0, record = 99, loss error = 9.87077
iteration = 0, record = 100, loss error = 9.92441
iteration = 0, record = 101, loss error = 9.91248
iteration = 0, record = 102, loss error = 9.82546
iteration = 0, record = 103, loss error = 9.96598
iteration = 0, record = 104, loss error = 9.86446
iteration = 0, record = 105, loss error = 9.9517
iteration = 0, record = 106, loss error = 9.95
iteration = 0, record = 107, loss error = 9.91961
iteration = 0, record = 108, loss error = 9.88133
iteration = 0, record = 109, loss error = 9.91021
iteration = 0, record = 110, loss error = 9.95683
iteration = 0, record = 111, loss error = 9.93302
iteration = 0, record = 112, loss error = 9.96107
iteration = 0, record = 113, loss error = 9.87931
iteration = 0, record = 114, loss error = 9.94983
iteration = 0, record = 115, loss error = 9.93232
iteration = 0, record = 116, loss error = 9.87295
iteration = 0, record = 117, loss error = 9.91109
iteration = 0, record = 118, loss error = 9.94763
iteration = 0, record = 119, loss error = 9.93895
iteration = 0, record = 120, loss error = 9.92499
iteration = 0, record = 121, loss error = 9.86121
iteration = 0, record = 122, loss error = 9.94828
iteration = 0, record = 123, loss error = 9.93553
iteration = 0, record = 124, loss error = 9.81906
iteration = 0, record = 125, loss error = 9.93696
iteration = 0, record = 126, loss error = 9.91334
iteration = 0, record = 127, loss error = 9.94413
iteration = 0, record = 128, loss error = 9.92293
iteration = 0, record = 129, loss error = 9.89329
iteration = 0, record = 130, loss error = 9.89495
iteration = 0, record = 131, loss error = 9.96286
iteration = 0, record = 132, loss error = 9.9439
iteration = 0, record = 133, loss error = 9.89935
iteration = 0, record = 134, loss error = 9.90916
iteration = 0, record = 135, loss error = 9.93281
iteration = 0, record = 136, loss error = 9.8382
iteration = 0, record = 137, loss error = 9.8697
iteration = 0, record = 138, loss error = 9.73487
iteration = 0, record = 139, loss error = 9.55391
iteration = 0, record = 140, loss error = 9.82505
iteration = 0, record = 141, loss error = 9.9017
iteration = 0, record = 142, loss error = 9.95395
iteration = 0, record = 143, loss error = 9.94017
iteration = 0, record = 144, loss error = 9.85547
iteration = 0, record = 145, loss error = 9.95853
iteration = 0, record = 146, loss error = 9.93153
iteration = 0, record = 147, loss error = 9.94811
iteration = 0, record = 148, loss error = 9.8723
iteration = 0, record = 149, loss error = 9.91733
iteration = 0, record = 150, loss error = 9.89763
iteration = 0, record = 151, loss error = 9.91313
iteration = 0, record = 152, loss error = 9.89518
iteration = 0, record = 153, loss error = 9.92415
iteration = 0, record = 154, loss error = 9.86448
iteration = 0, record = 155, loss error = 9.8744
iteration = 0, record = 156, loss error = 9.95595
iteration = 0, record = 157, loss error = 9.94346
iteration = 0, record = 158, loss error = 9.90921
iteration = 0, record = 159, loss error = 9.95685
iteration = 0, record = 160, loss error = 9.87862
iteration = 0, record = 161, loss error = 9.73089
iteration = 0, record = 162, loss error = 9.93101
iteration = 0, record = 163, loss error = 9.93963
iteration = 0, record = 164, loss error = 9.8964
iteration = 0, record = 165, loss error = 9.89906
iteration = 0, record = 166, loss error = 9.93766
iteration = 0, record = 167, loss error = 9.81476
iteration = 0, record = 168, loss error = 9.89554
iteration = 0, record = 169, loss error = 9.71859
iteration = 0, record = 170, loss error = 9.97072
iteration = 0, record = 171, loss error = 9.68648
testing...
record 0, ans = 2, expect = 1, sample error = 1
Convolution Layer 0:
strides = 2
padding = 0
Activation function = Relu
pooling height = 2
pooling width = 2
learning rate = 0.5
Kernel 0:
-0.562744 -0.0296546 -0.405163 
0.424472 0.0984809 -0.831806 
-0.156042 -0.603809 -0.214776 
bias = 0.256548
Kernel 1:
0.0913134 0.703529 0.215114 
-0.575044 -0.760162 -0.042303 
-0.986445 0.819974 -0.69436 
bias = -0.106735
Kernel 2:
0.112197 -0.311343 -0.736603 
-0.09412 0.125441 0.280492 
0.221952 0.354234 -0.38889 
bias = -0.0697182
Kernel 3:
0.245535 0.703769 0.243847 
0.342932 -0.342088 0.534206 
0.407754 -0.873435 0.180461 
bias = -0.989621
Kernel 4:
-0.552749 -0.0574566 0.326814 
0.755231 -0.829133 0.758395 
0.347054 0.944556 -0.847345 
bias = 0.679392
Kernel 5:
0.81958 0.681323 0.994003 
0.211437 -0.369504 -0.254021 
0.66098 -0.908169 0.395487 
bias = 0.951071
Convolution Layer 1:
strides = 1
padding = 0
Activation function = Relu
pooling height = 2
pooling width = 2
learning rate = 0.5
Kernel 0:
0.940231 -0.383068 0.718754 
0.867434 0.524608 -0.217758 
0.80499 0.109443 0.713833 
bias = -0.416932
Kernel 1:
-0.808312 -0.118491 -0.277415 
-0.268516 -0.804383 0.212746 
